и	ˈi
описями	ˈopʲisʲʌmʲɪ
червивых	tʃʲirvʲˈivyx
червивые	tʃʲirvʲˈivyjɪ
маркграф-червь	marɡɡrˈaftʃʲˈerfʲ
изрытые	ɪzrˈytyjɪ
ходами	xʌdˈɑmʲɪ
улус	uɭˈus
улусный	uɭˈusnyj
котловые	kʌtɭˈovyjɪ
стойбище	stˈojbʲiɕi
основы	ʌsnˈovy
девятый	dʲivʲˈɑtyj
шпионов	ʃpʲiˈonʌf
пользуется	pˈoɭʲzujitsʌ
пойманы	pˈojmʌny
суммы	sˈummy
компетенции	kʌmʲpʲitʲˈentsyɪ
специалист	spʲitsyaɭʲˈist
ветеран	vʲitʲirˈɑn
поверженный	pʌvʲˈerʒynnyj
вершина	vʲirʃˈyna
объявленных	ʌbjˈjavɭʲinnyx
проблеска	prˈobɭʲiska
отозвалось	ʌtʌzvaɭˈosʲ
дурной	durnˈoj
статуи	stˈɑtuɪ
языками	jazykˈɑmʲɪ
болит	bʌɭʲˈit
чувствуете	tʃʲˈustvujitʲi
простукивать	prʌstˈukʲivʌtʲ
удачного	udˈɑtʃʲnʌvʌ
заточкой	zatˈotʃʲkʌj
сокрушительных	sʌkruʃˈytʲiɭʲnyx
схваток	sxvˈɑtʌk
понимается	pʌnʲimˈɑjitsʌ
архивистом	arxivʲˈistʌm
вскрылся	fskrˈyɭsʲʌ
глушится	ɡɭuʃˈytsʌ
компасом	kˈompʌsʌm
пекле	pʲˈekɭʲi
усвоить	usvˈoitʲ
погод	pʌɡˈot
сработать	srabˈotʌtʲ
ранена	rˈɑnʲina
выслеживать	vysɭʲˈeʒyvʌtʲ
уговариваться	uɡʌvˈɑrʲivʌtsʌ
уговорить	uɡʌvʌrʲˈitʲ
ремесленной	rʲimʲˈesɭʲinnʌj
орудий	ʌrˈudʲij
кипятке	kʲipʲatkʲˈe
яде	ˈjadʲi
ночевали	nʌtʃʲivˈɑɭʲɪ
укрываться	ukryvˈɑtsʌ
ночным	nʌtʃʲnˈym
ночёвок	nʌtʃʲˈɵvʌk
укрытий	ukrˈytʲij
лесах	ɭʲisˈɑx
силами	sʲˈiɭʌmʲɪ
лечения	ɭʲitʃʲˈenʲija
зельями	ʑˈeɭjjamʲɪ
общежитием	ʌpɕiʒˈytʲijim
достатку	dʌstˈɑtku
минует	mʲinˈujit
вызвало	vˈyzvʌɭʌ
предупреждения	prʲiduprʲiʒdʲˈenʲija
встречать	fstrʲitʃʲˈɑtʲ
глушатся	ɡɭuʃˈɑtʲsʲʌ
пророчествами	prʌrˈotʃʲistvʌmʲɪ
городскими	ɡʌrʌtskʲˈimʲɪ
срывать	sryvˈɑtʲ
развеиванием	rʌzvʲiivˈɑnʲijim
тревожнее	trʲivˈoʒnʲijɪ
выстоять	vˈystʌjatʲ
искателя	ɪskˈɑtʲiɭʲʌ
волевая	vʌɭʲivˈɑja
разрезы	razrʲˈezy
нужных	nˈuʒnyx
иссякла	ɪsʲsʲˈɑkɭa
спадает	spadˈɑjit
талер	tˈɑɭʲir
дирхем	dʲirxˈem
солид	sʌɭʲˈit
денарий	dʲinˈɑrʲij
шекель	ʃˈɛkʲilʲ
дукат	dukˈɑt
флорин	fɭʌrʲˈin
обол	ʌbˈoɭ
драхма	drˈɑxma
статер	stˈɑtʲir
пенни	pʲˈennʲɪ
рупия	rˈupʲija
лира	ɭʲˈira
реал	rʲiˈɑɭ
гульден	ɡˈuɭʲdʲin
эскудо	ɛskˈudʌ
тенга	tʲˈenɡa
договорные	dʌɡʌvʌrnˈyjɪ
жетоны	ʒytˈony
инженера	ɪnʒynʲˈera
медяков	mʲidʲakˈof
местная	mʲˈesnʌja
энергетический	ɛnɛrɡʲitʲˈitʃʲiskʲij
жетон	ʒytˈon
долговых	dʌɭɡʌvˈyx
шнуре	ʃnurʲˈe
имплантоподобная	ɪmpɭʌntʌpˈodʌbnʌja
структура	struktˈura
вросло	vrʌsɭˈo
диагностика	dʲiaɡnˈosʲtʲika
натянулась	nʌtʲanˈuɭʌsʲ
сопрягается	sʌprʲaɡˈɑjitsʌ
кинетический	kʲinʲitʲˈitʃʲiskʲij
сбил	zbʲˈiɭ
добил	dʌbʲˈiɭ
следопытское	sɭʲidʌpˈytskʌjɪ
недавнее	nʲidˈɑvnʲijɪ
замерло	zˈɑmʲirɭʌ
двигались	dvʲˈiɡʌɭʲisʲ
связать	svʲazˈɑtʲ
перелить	pʲirʲiɭʲˈitʲ
припугнуть	prʲipuɡnˈutʲ
устрашить	ustraʃˈytʲ
выращивали	vyrˈɑɕivʌɭʲɪ
нынешние	nˈynʲiʃnʲijɪ
сколы	skˈoɭy
огранкой	ʌɡrˈɑnkʌj
кварца	kvˈɑrtsa
вырезанная	vˈyrʲizʌnnʌja
верстаке	vʲirstakʲˈe
переживать	pʲirʲiʒyvˈɑtʲ
среды	srʲˈedy
выточен	vˈytʌtʃʲin
эхокристалла	ɛxʌkrʲˈistʌɭɭa
шахтёры-исследователи	ʃaxtʲˈɵryɪssɭʲˈedʌvʌtʲiɭʲɪ
проходчики	prʌxˈottʃʲikʲɪ
выдыхаются	vydyxˈɑjutsʌ
алхимики	aɭxˈimʲikʲɪ
ускоренная	uskˈorʲinnʌja
отгонка	ʌdɡˈonka
безопасного	bʲizʌpˈɑsnʌvʌ
возвращения	vʌzvraɕˈenʲija
дотянув	dʌtʲˈɑnuf
покупкой	pʌkˈupkʌj
незакрытые	nʲizakrˈytyjɪ
подписью	pˈotpʲisʲjju
проявилась	prʌjavʲˈiɭʌsʲ
оставьте	ʌstˈɑftʲi
слабы	sɭabˈy
проступил	prʌstupʲˈiɭ
энергиями	ɛnˈɛrɡʲijamʲɪ
среде	srʲidʲˈe
носилась	nʌsʲˈiɭʌsʲ
гарантия	ɡarˈɑntʲija
разумному	razˈumnʌmu
энергией	ɛnˈɛrɡʲijij
разрешением	rʌzrʲiʃˈɛnʲijim
управляли	upravɭʲˈɑɭʲɪ
костегрызы	kʌsʲtʲˈeɡryzy
моих	mʌˈix
возвращался	vʌzvraɕˈɑɭsʲʌ
соседям	sʌsʲˈedʲʌm
степным	sʲtʲipnˈym
добудьте	dʌbˈudʲtʲi
имплант	ɪmpɭˈɑnt
формам	fˈormʌm
погибшие	pʌɡʲˈipʃyjɪ
распался	raspˈɑɭsʲʌ
пожранных	pˈoʒrʌnnyx
сопрячься	sʌprʲˈɑtʃʲsʲʌ
устройством	ustrˈojstvʌm
клянутся	kɭʲanˈutʲsʲʌ
северное	sʲˈevʲirnʌjɪ
рубленые	rˈubɭʲinyjɪ
распев	raspʲˈef
волнистое	vʌɭnʲˈistʌjɪ
жаргон	ʒarɡˈon
дворцовый	dvʌrtsˈovyj
вежлив	vʲˈeʒɭʲif
узелковое	uʑiɭkˈovʌjɪ
табунами	tʌbunˈɑmʲɪ
разломная	razɭˈomnʌja
архипелажный	arxipʲiɭˈɑʒnyj
полушёпот	pʌɭuʃˈopʌt
кольцевое	kʌɭʲtsyvˈojɪ
глаголы	ɡɭaɡˈoɭy
хаотическая	xʌʌtʲˈitʃʲiskʌja
меняющееся	mʲinʲˈɑjuɕijisʲʌ
пустынный	pustˈynnyj
обожжённые	ʌbʌʒʒˈonnyjɪ
хриплая	xrʲˈipɭʌja
теневые	tʲinʲivˈyjɪ
меметика	mʲimʲˈetʲika
ускоряют	uskʌrʲˈɑjut
носителем	nʌsʲˈitʲiɭʲim
кинетика	kʲinʲˈetʲika
хроноакустика	xrʌnʌˈɑkusʲtʲika
ритма	rʲˈitma
структуры	struktˈury
переносится	pʲirʲinˈosʲitsʌ
сингулярная	sʲinɡuɭʲˈɑrnʌja
металлургия	mʲitʌɭɭurɡʲˈija
меметическая	mʲimʲitʲˈitʃʲiskʌja
экзаменом	ɛɡzˈɑmʲinʌm
выполнение	vypʌɭnʲˈenʲijɪ
определённая	ʌprʲidʲiɭʲˈɵnnʌja
обучать	ʌbutʃʲˈɑtʲ
враждебность	vraʒdʲˈebnʌstʲ
назначено	naznˈɑtʃʲinʌ
испытательного	ɪspytˈɑtʲiɭʲnʌvʌ
хешировать	xiʃyrˈovʌtʲ
наставнику	nastˈɑvnʲiku
сообразно	sʌʌbrˈɑznʌ
умножением	umnʌʒˈɛnʲijim
какая-то	kakˈɑjatʌ
враждебны	vraʒdʲˈebny
невыполнено	nʲivypˈoɭnʲinʌ
возьму	vʌʑmˈu
просите	prʌsʲˈitʲi
целительницу	tsyɭʲitʲˈeɭʲnʲitsu
рунологии	runʌɭˈoɡʲiɪ
неживого	nʲiʒyvˈovʌ
кинетики	kʲinʲˈetʲikʲɪ
хроноакустики	xrʌnʌˈɑkusʲtʲikʲɪ
меллиана	mʲiɭɭʲˈiʌna
аркеля	arkʲˈeɭʲʌ
программы	prʌɡrˈɑmmy
бакалавр	bʌkaɭˈɑvr
меллиане	mʲiɭɭʲˈiʌnʲi
аркеле	arkʲˈeɭʲi
поживите	pʌʒyvʲˈitʲi
вступительный	fstupʲˈitʲiɭʲnyj
взнос	vznˈos
поступите	pʌstˈupʲitʲi
пройден	prˈojdʲin
допускают	dʌpuskˈɑjut
работайте	rabˈotʌjtʲi
экзаменационный	ɛɡzʌmʲinʌtsyˈonnyj
экзаменатор	ɛɡzʌmʲinˈɑtʌr
попросите	pʌprˈosʲitʲi
лекционная	ɭʲiktsyˈonnʌja
растят	rasʲtʲˈɑt
станку	stankˈu
зачтена	zʌtʃʲtʲinˈɑ
койка	kˈojka
общежитии	ʌpɕiʒˈytʲiɪ
студент-дуэлянт	studʲˈentduɛɭʲˈɑnt
дуэльный	duˈɛɭʲnyj
выиграна	vˈyiɡrʌna
повесила	pʌvʲˈesʲiɭa
вызвала	vˈyzvʌɭa
декана	dʲikˈɑna
диспут	dʲˈisput
читальне	tʃʲitˈɑɭʲnʲi
экзаменов	ɛɡzˈɑmʲinʌf
академию	akadʲˈemʲiju
студентом	studʲˈentʌm
граф	ɡrˈɑf
описано	ʌpʲˈisʌnʌ
пропажа	prʌpˈɑʒa
пропала	prʌpˈɑɭa
злится	zɭʲˈitsʌ
сговору	zɡˈovʌru
ужином	ˈuʒynʌm
подсыпал	pʌtsˈypʌɭ
поддельные	pʌdʲdʲˈeɭʲnyjɪ
оказались	ʌkazˈɑɭʲisʲ
сгорела	zɡʌrʲˈeɭa
поджог	pʌdʒˈok
сорвавшиеся	sʌrvˈɑfʃyjisʲʌ
всё-таки	fsʲˈɵtʌkʲɪ
недописанная	nʲidʌpʲˈisʌnnʌja
увезли	uvʲizɭʲˈɪ
проклятии	prʌkɭʲˈɑtʲiɪ
неупокоенный	nʲiupʌkˈojinnyj
некромант	nʲikrʌmˈɑnt
подполе	pˈotpʌɭʲi
эсхатическую	ɛsxatʲˈitʃʲiskuju
магию	mˈɑɡʲiju
свидетелям	svʲidʲˈetʲiɭʲʌm
понизив	pʌnʲˈiʑif
невиновный	nʲivʲinˈovnyj
пострадал	pʌstradˈɑɭ
обвинению	ʌbvʲinʲˈenʲiju
виновник	vʲinˈovnʲik
ложным	ɭˈoʒnym
хромой	xrʌmˈoj
веск	vʲˈesk
ножи	nʌʒˈy
воровство	vʌrʌfstvˈo
взломщики	vzɭˈomɕikʲɪ
карманники	karmˈɑnnʲikʲɪ
чернильный	tʃʲirnʲˈiɭʲnyj
проверена	prʌvʲˈerʲina
печатники	pʲitʃʲˈɑtʲnʲikʲɪ
крючники	krʲˈutʃʲnʲikʲɪ
тётка	tʲˈɵtka
сборщики	zbˈorɕikʲɪ
продавцы	prʌdaftsˈy
контракт	kʌntrˈɑkt
святее	svʲatʲˈejɪ
нанимателя	nʌnʲimˈɑtʲiɭʲʌ
дрор	drˈor
ветераны	vʲitʲirˈɑny
новобранцы	nʌvʌbrˈɑntsy
краденого	krˈɑdʲinʌvʌ
платим	pɭˈɑtʲim
спрашиваем	sprˈɑʃyvʌjim
ильма	ˈɪɭʲma
ушей	uʃˈɛj
информаторы	ɪnfʌrmˈɑtʌry
тарн	tˈɑrn
слушающие	sɭˈuʃʌjuɕijɪ
подпольная	pʌtpˈoɭʲnʌja
проигравший	prʌiɡrˈɑfʃyj
ямщик	jamɕˈik
гурд	ɡˈurt
бойцы	bʌjtsˈy
криминальных	krʲimʲinˈɑɭʲnyx
районах	rajˈonʌx
шантажа	ʃʌntaʒˈɑ
узнайте	uznˈɑjtʲi
прислали	prʲisɭˈɑɭʲɪ
простит	prʌsʲtʲˈit
жди	ʒdʲˈɪ
информатора	ɪnfʌrmˈɑtʌra
победивших	pʌbʲidʲˈifʃyx
взыскал	vzyskˈɑɭ
розыск	rˈozysk
инспектора	ɪnspʲˈektʌra
разыскиваемым	razˈyskʲivʌjimym
погасите	pʌɡˈɑsʲitʲi
сообщать	sʌʌpɕˈɑtʲ
разыскиваемыми	rʌzyskʲivˈɑjimymʲɪ
сообщаете	sʌʌpɕˈɑjitʲi
надзору	nadzˈoru
раскрытые	raskrˈytyjɪ
оплачиваются	ʌpɭˈɑtʃʲivʌjutsʌ
погашены	pʌɡˈɑʃyny
договору	dʌɡʌvˈoru
разыскиваемого	razˈyskʲivʌjimʌvʌ
некромантию	nʲikrʌmˈɑntʲiju
кладбищенский	kɭadbʲˈiɕinskʲij
костнице	kʌsnʲˈitsy
чью-то	tʃʲjˈjutˈo
перстнем	pʲˈersnʲim
закрыла	zakrˈyɭa
биоинженер	bʲiʌˈinʒynʲir
биоинженерии	bʲiʌinʒˈɛnʲirʲiɪ
затылке	zatˈyɭkʲi
чистые	tʃʲˈistyjɪ
обуглена	ʌbˈuɡɭʲina
дух-хранитель	dˈuxxranʲˈitʲilʲ
сверхъестественных	svʲirxjjisʲtʲˈɛstvʲinnyx
смертей	smʲirtʲˈej
уничтожен	unʲitʃʲtˈoʒyn
затоплен	zatˈopɭʲin
орвен	ˈorvʲin
основатель	ʌsnʌvˈɑtʲilʲ
плотин	pɭʌtʲˈin
мирра	mʲˈirra
хранительница	xranʲˈitʲiɭʲnʲitsa
тавел	tˈɑvʲiɭ
затоплении	zʌtʌpɭʲˈenʲiɪ
лисса	ɭʲˈissa
договорами	dʌɡʌvˈorʌmʲɪ
кассаре	kassˈɑrʲi
течений	tʲitʃʲˈenʲij
кастелян	kʌsʲtʲiɭʲˈɑn
ирв	ˈɪrf
открывший	ʌtkrˈyfʃyj
брен	brʲˈen
ол	ˈoɭ
подделавший	pʌdʲdʲˈeɭʌfʃyj
завещание	zʌvʲiɕˈɑnʲijɪ
украдены	ukrˈɑdʲiny
ответят	ʌtvʲˈetʲʌt
одобрит	ʌdˈobrʲit
дом-враг	dˈomvrˈɑk
потеряет	pʌtʲirʲˈɑjit
сказана	skˈɑzʌna
мести	mʲˈesʲtʲɪ
отвергнута	ʌtvʲˈerɡnuta
остатков	ʌstˈɑtkʌf
основан	ʌsnˈovʌn
получат	pʌɭˈutʃʲʌt
укреплён	ukrʲipɭʲˈɵn
сгорели	zɡʌrʲˈeɭʲɪ
скрыть	skrˈytʲ
приручить	prʲirutʃʲˈitʲ
заряжены	zarʲˈɑʒyny
цивилизация	tsyvʲiɭʲizˈɑtsyja
продан	prˈodʌn
личность	ɭʲˈitʃʲnʌstʲ
уничтожена	unʲitʃʲtˈoʒyna
изгнанника	ɪzɡnˈɑnnʲika
оживают	ʌʒyvˈɑjut
утихнут	utʲˈixnut
запечатана	zʌpʲitʃʲˈɑtʌna
утихли	utʲˈixɭʲɪ
расследовать	rassɭʲˈedʌvʌtʲ
графическая	ɡrafʲˈitʃʲiskʌja
ёмкостью	jˈɵmkʌstʲjju
длительностью	dɭʲˈitʲiɭʲnʌstʲjju
физико-магические	fʲˈiʑikʌmaɡʲˈitʃʲiskʲijɪ
алхимию	aɭxˈimʲiju
ела	jˈeɭa
дёшева	dʲˈɵʃyva
вечен	vʲˈetʃʲin
впитывает	fpʲˈityvʌjit
хрупкое	xrˈupkʌjɪ
принадлежала	prʲinʌdɭʲiʒˈɑɭa
треугольник	trʲiuɡˈoɭʲnʲik
железные	ʒyɭʲˈeznyjɪ
кровяные	krʌvʲanˈyjɪ
ёмкости	jˈɵmkʌsʲtʲɪ
сварены	svˈɑrʲiny
допускать	dʌpuskˈɑtʲ
сварите	svarʲˈitʲi
носителе	nʌsʲˈitʲiɭʲi
расплылись	raspɭˈyɭʲisʲ
испорчен	ɪspˈortʃʲin
обожгло	ʌbʌʒɡɭˈo
начертано	natʃʲˈertʌnʌ
святом	svʲatˈom
семнадцатый	sʲimnˈɑttsʌtyj
хешу	xˈeʃu
искатель	ɪskˈɑtʲilʲ
бегун	bʲiɡˈun
пробуждённого	prʌbuʒdʲˈɵnnʌvʌ
равновесии	rʌvnʌvʲˈesʲiɪ
устойчивее	ustˈojtʃʲivʲijɪ
фрагмент	fraɡmʲˈent
биологической	bʲiʌɭʌɡʲˈitʃʲiskʌj
боялся	bʌˈjaɭsʲʌ
адаптивный	adaptʲˈivnyj
поведенческий	pʌvʲidʲˈentʃʲiskʲij
поглотителе	pʌɡɭʌtʲˈitʲiɭʲi
отдохнёт	ʌddʌxnʲˈɵt
образцов	ʌbrastsˈof
паттернов	pˈɑtʲtʲirnʌf
мутации	mutˈɑtsyɪ
поглощено	pʌɡɭʌɕinˈo
выбросит	vˈybrʌsʲit
злость	zɭˈostʲ
скрытности	skrˈytnʌsʲtʲɪ
подвох	pʌdvˈox
поиску	pˈoisku
выговаривается	vyɡʌvˈɑrʲivʌjitsʌ
пляшут	pɭʲˈɑʃut
бездонна	bʲizdˈonna
вложенными	vɭˈoʒynnymʲɪ
тесноте	tʲisnʌtʲˈe
прижиться	prʲiʒˈytsʌ
отторглось	ʌttˈorɡɭʌsʲ
рассыпалось	rʌssypˈɑɭʌsʲ
вживлено	vʒyvɭʲinˈo
выбрасывает	vybrˈɑsyvʌjit
худшее	xˈutʃyjɪ
выбрасывается	vybrˈɑsyvʌjitsʌ
передрались	pʲirʲidraɭʲˈisʲ
носителю	nʌsʲˈitʲiɭʲu
осколках	ʌskˈoɭkʌx
минеральная	mʲinʲirˈɑɭʲnʌja
укусу	ukˈusu
железы	ʒyɭʲˈezy
паука-тенетника	pʌukˈɑtʲinʲˈetʲnʲika
ковыльник	kʌvˈyɭʲnʲik
пеплогрив	pʲipɭˈoɡrʲif
спеклась	spʲikɭˈɑsʲ
тинистый	tʲˈinʲistyj
тенёта	tʲinʲˈɵta
тины	tʲˈiny
стужевик	stuʒyvʲˈik
медленная	mʲˈedɭʲinnʌja
кривоклюв	krʲivˈokɭʲuf
ядовитых	jadʌvʲˈityx
изогнулся	ɪzʌɡnˈuɭsʲʌ
осип	ʌsʲˈip
каменношкур	kʌmʲinnˈoʃkur
осыпей	ˈosypʲij
ночекрыл	nʌtʃʲˈekryɭ
мотыль	mʌtˈylʲ
водолаз-жвалень	vʌdʌɭˈasʒvˈɑɭʲinʲ
жвала	ʒvˈɑɭa
огнехвост	ʌɡnʲixvˈost
лавы	ɭˈɑvy
мороси	mʌrˈosʲɪ
старте	stˈɑrtʲi
дикой	dʲˈikʌj
обитания	ʌbʲitˈɑnʲija
рацион	rʌtsyˈon
миграция	mʲiɡrˈɑtsyja
тропам	trˈopʌm
герои	ɡʲirˈoɪ
дробящее	drʌbʲˈɑɕijɪ
биоинженерией	bʲiʌinʒynʲˈerʲijij
алхимией	aɭxˈimʲijij
навыком	nˈɑvykʌm
перекраивают	pʲirʲikraˈivʌjut
чинах	tʃʲinˈɑx
сбываются	zbyvˈɑjutsʌ
меняющаяся	mʲinʲˈɑjuɕʌjasʲʌ
ускоренное	uskˈorʲinnʌjɪ
высыпаются	vysypˈɑjutsʌ
состариться	sʌstˈɑrʲitsʌ
замедленное	zamʲˈedɭʲinnʌjɪ
низиной	nʲiʑˈinʌj
снесёт	sʲnʲisʲˈɵt
тянущая	tʲˈɑnuɕʌja
дикая	dʲˈikʌja
косее	kʌsʲˈejɪ
волосы	vˈoɭʌsy
дыбом	dˈybʌm
метить	mʲˈetʲitʲ
буйная	bˈujnʌja
срезанная	srʲˈezʌnnʌja
отрастает	ʌtrastˈɑjit
зарасти	zʌrasʲtʲˈɪ
стареет	starʲˈejit
тёплых	tʲˈɵpɭyx
мёрзнуть	mʲˈɵrznutʲ
тратить	trˈɑtʲitʲ
руслу	rˈusɭu
шепчущая	ʃˈɛptʃʲuɕʌja
ползучая	pʌɭzˈutʃʲʌja
вчерашняя	ftʃʲirˈɑʃnʲʌja
манящая	manʲˈɑɕʌja
удобной	udˈobnʌj
увязнуть	uvʲˈɑznutʲ
сияющая	sʲiˈjajuɕʌja
черствеет	tʃʲirstvʲˈejit
ползучий	pʌɭzˈutʃʲij
мёрзлый	mʲˈɵrzɭyj
пустырь	pustˈyrɪ
распадок	raspˈɑdʌk
урочище	urˈotʃʲiɕi
плёс	pɭʲˈɵs
котлован	kʌtɭʌvˈɑn
ложбина	ɭʌʒbʲˈina
курган	kurɡˈɑn
растительная	rasʲtʲˈitʲiɭʲnʌja
мёрзнет	mʲˈɵrʑnʲit
родятся	rʌdʲˈɑtsʌ
кургану	kurɡˈɑnu
клонится	kɭˈonʲitsʌ
хранилищах	xranʲˈiɭʲiɕʌx
спуски	spˈuskʲɪ
ровны	rˈovny
отлитые	ʌtɭʲˈityjɪ
скрывать	skryvˈɑtʲ
отдаются	ʌddaˈjutsʌ
вшит	fʃˈyt
надёжности	nadʲˈɵʒnʌsʲtʲɪ
пляшет	pɭʲˈɑʃyt
записанных	zapʲˈisʌnnyx
картах	kˈɑrtʌx
опасны	ʌpˈɑsny
током	tˈokʌm
неосторожным	nʲiʌstʌrˈoʒnym
лекарства	ɭʲikˈɑrstva
разделилась	rʌʑdʲiɭʲˈiɭʌsʲ
раскололась	rʌskʌɭˈoɭʌsʲ
всеобщий	fsʲiˈopɕij
плуги	pɭˈuɡʲɪ
конъ	kˈon
борьба	bʌrɪbˈɑ
профессии	prʌfʲˈesʲsʲiɪ
сторговаться	stʌrɡʌvˈɑtsʌ
сумах	sumˈɑx
суставы	sustˈɑvy
согласием	sʌɡɭˈɑsʲijim
врозь	vrˈosʲ
детективов	dʲitʲiktʲˈivʌf
постромки	pʌstrˈomkʲɪ
увёз	uvʲˈɵs
возницу	vʌʑnʲˈitsu
снесла	sʲnʲisɭˈɑ
шест	ʃˈɛst
вывеской	vˈyvʲiskʌj
обрадовался	ʌbrˈɑdʌvʌɭsʲʌ
полсела	pʌɭsʲiɭˈɑ
решило	rʲiʃˈyɭʌ
проспало	prʌspˈɑɭʌ
петуха	pʲituxˈɑ
сочли	sʌtʃʲɭʲˈɪ
начальством	natʃʲˈɑɭʲstvʌm
накормили	nʌkʌrmʲˈiɭʲɪ
улёгся	uɭʲˈɵksʲʌ
котом	kʌtˈom
достоинством	dʌstˈoinstvʌm
герольд	ɡʲirˈoɭʲt
запинается	zʌpʲinˈɑjitsʌ
достойный	dʌstˈojnyj
трубач	trubˈɑtʃʲ
спасая	spasˈɑja
дунул	dˈunuɭ
занимало	zʌnʲimˈɑɭʌ
высокую	vysˈokuju
сбившись	zbʲˈifʃysʲ
забралась	zʌbraɭˈɑsʲ
соломенную	sʌɭˈomʲinnuju
кровлю	krˈovɭʲu
пол-улицы	pˈoɭˈuɭʲitsy
остановился	ʌstʌnʌvʲˈiɭsʲʌ
пекарни	pʲikˈɑrnʲɪ
примерил	prʲimʲˈerʲiɭ
плотно	pɭˈotnʌ
постучал	pʌstutʃʲˈɑɭ
молотком	mʌɭʌtkˈom
перепутал	pʲirʲipˈutʌɭ
ударение	udarʲˈenʲijɪ
быка	bykˈɑ
чтоб	ʃtˈop
постоялец	pʌstʌˈjaɭʲits
дёргает	dʲˈɵrɡʌjit
назло	nazɭˈo
как-то	kˈɑktʌ
странно	strˈɑnnʌ
признался	prʲiznˈɑɭsʲʌ
хохотала	xʌxʌtˈɑɭa
дозоре	dʌzˈorʲi
смеха	smʲˈexa
бондарь	bˈondʌrɪ
спасённую	spasʲˈɵnnuju
бочку	bˈotʃʲku
смеялся	smʲiˈjaɭsʲʌ
поделился	pʌdʲiɭʲˈiɭsʲʌ
шапки	ʃˈɑpkʲɪ
слушателей	sɭˈuʃʌtʲiɭʲij
козу	kʌzˈu
пекарь	pʲˈekʌrɪ
краюху	kraˈjuxu
помогли	pʌmʌɡɭʲˈɪ
неудачных	nʲiudˈɑtʃʲnyx
поднёс	pʌdnʲˈɵs
выдали	vˈydʌɭʲɪ
начальству	natʃʲˈɑɭʲstvu
уместен	umʲˈesʲtʲin
лихой	ɭʲixˈoj
поделили	pʌdʲiɭʲˈiɭʲɪ
рассудить	rʌssudʲˈitʲ
рассудили	rʌssudʲˈiɭʲɪ
согласились	sʌɡɭasʲˈiɭʲisʲ
занялась	zʌnʲaɭˈɑsʲ
кашляют	kˈɑʃɭʲʌjut
крюк	krʲˈuk
волнение	vʌɭnʲˈenʲijɪ
пошлинах	pˈoʃɭʲinʌx
святыню	svʲatˈynʲu
посторонились	pʌstʌrʌnʲˈiɭʲisʲ
загонщики	zaɡˈonɕikʲɪ
поддержку	pʌdʲdʲˈerʃku
осадных	ʌsˈɑdnyx
